,ID,Gene,Description,Full,Ontology_id,Ontology_term,moduleColor
3711,Xele.ptg000013l.468,Q08296,NA,"Polyphenol oxidase, chloroplastic","GO:0005775,GO:0004097,GO:0005507,GO:0033793,GO:0046148,GO:1901708,GO:1901709","vacuolar lumen,catechol oxidase activity,copper ion binding,aureusidin synthase activity,pigment biosynthetic process,(+)-3'-hydroxylarreatricin biosynthetic process,(+)-larreatricin metabolic process",Cluster 8
3712,Xele.ptg000013l.469,Q08296,NA,"Polyphenol oxidase, chloroplastic","GO:0005775,GO:0004097,GO:0005507,GO:0033793,GO:0046148,GO:1901708,GO:1901709","vacuolar lumen,catechol oxidase activity,copper ion binding,aureusidin synthase activity,pigment biosynthetic process,(+)-3'-hydroxylarreatricin biosynthetic process,(+)-larreatricin metabolic process",Cluster 4
3713,Xele.ptg000013l.471,NA,XP_009382575.1PREDICTED: protein EARLY RESPONSIVE TO DEHYDRATION 15-like,NA,NA,NA,Cluster 7
3714,Xele.ptg000013l.474,NA,-,NA,NA,NA,Cluster 7
3715,Xele.ptg000013l.477,NA,-,NA,NA,NA,Cluster 1
3716,Xele.ptg000013l.482,NPR4,NA,BTB/POZ domain and ankyrin repeat-containing protein NPR5,"GO:0005737,GO:0000976,GO:0005515,GO:0006355,GO:0009628,GO:0009877,GO:0009944,GO:0009954,GO:0009965,GO:0010227,GO:0010254,GO:0010582,GO:0016567,GO:0048439""","cytoplasm,transcription cis-regulatory region binding,protein binding,regulation of DNA-templated transcription,response to abiotic stimulus,nodulation,polarity specification of adaxial/abaxial axis,proximal/distal pattern formation,leaf morphogenesis,floral organ abscission,nectary development,floral meristem determinacy,protein ubiquitination,flower morphogenesis",Cluster 2
3717,Xele.ptg000013l.483,NA,RRT75855.1hypothetical protein B296_00009795,NA,NA,NA,Cluster 2
3718,Xele.ptg000013l.484,PER28,NA,Peroxidase 5,"GO:0005737,GO:0043231,GO:0004601,GO:0005488,GO:0007623,GO:0009269,GO:0009409,GO:0010468,GO:0042538,GO:0045926,GO:0071456","cytoplasm,intracellular membrane-bounded organelle,peroxidase activity,binding,circadian rhythm,response to desiccation,response to cold,regulation of gene expression,hyperosmotic salinity response,negative regulation of growth,cellular response to hypoxia",Cluster 8
3719,Xele.ptg000013l.485,NA,XP_039124436.1LOW QUALITY PROTEIN: uncharacterized protein LOC120260915,NA,NA,NA,Cluster 7
3720,Xele.ptg000013l.486,LIG6,NA,DNA ligase 6,"GO:0003677,GO:0003910,GO:0005524,GO:0046872,GO:0002237,GO:0006260,GO:0006303,GO:0006310,GO:0006979,GO:0009409,GO:0009845,GO:0010225,GO:0015074,GO:0048316,GO:0071897,GO:1904975,GO:2000685","DNA binding,DNA ligase (ATP) activity,ATP binding,metal ion binding,response to molecule of bacterial origin,DNA replication,double-strand break repair via nonhomologous end joining,DNA recombination,response to oxidative stress,response to cold,seed germination,response to UV-C,DNA integration,seed development,DNA biosynthetic process,response to bleomycin,positive regulation of cellular response to X-ray",Cluster 7
3721,Xele.ptg000013l.489,At1g80170,NA,Polygalacturonase At1g48100,"GO:0005576,GO:0005737,GO:0012505,GO:0030312,GO:0043231,GO:0004650,GO:0005515,GO:0009831,GO:0009856,GO:0009901,GO:0010047,GO:0010227,GO:0045490","extracellular region,cytoplasm,endomembrane system,external encapsulating structure,intracellular membrane-bounded organelle,polygalacturonase activity,protein binding,plant-type cell wall modification involved in multidimensional cell growth,pollination,anther dehiscence,fruit dehiscence,floral organ abscission,pectin catabolic process",Cluster 2
3722,Xele.ptg000013l.492,BOR4,NA,Boron transporter 1,"GO:0005774,GO:0005886,GO:0010008,GO:0005452,GO:0046715,GO:0080139,GO:0006820,GO:0035445,GO:0050801,GO:0080029""","vacuolar membrane,plasma membrane,endosome membrane,solute:inorganic anion antiporter activity,active borate transmembrane transporter activity,borate efflux transmembrane transporter activity,monoatomic anion transport,borate transmembrane transport,monoatomic ion homeostasis,cellular response to boron-containing substance levels",Cluster 2
3723,Xele.ptg000013l.493,DRM1,NA,Probable inactive DNA (cytosine-5)-methyltransferase DRM3,"GO:0005654,GO:0003886,GO:0005515,GO:0006306,GO:0006346,GO:0050832,GO:0051567","nucleoplasm,DNA (cytosine-5-)-methyltransferase activity,protein binding,DNA methylation,DNA methylation-dependent heterochromatin formation,defense response to fungus,histone H3-K9 methylation",Cluster 8
3724,Xele.ptg000013l.495,At3g56620,NA,WAT1-related protein At1g09380,"GO:0034639,GO:0005515,GO:0098712,GO:0015186,GO:0005938,GO:0080144,GO:0048316,GO:0010315,GO:0009834,GO:0005886,GO:0032973,GO:0043090""","L-amino acid efflux transmembrane transporter activity,protein binding,L-glutamate import across plasma membrane,L-glutamine transmembrane transporter activity,cell cortex,intracellular amino acid homeostasis,seed development,auxin export across the plasma membrane,plant-type secondary cell wall biogenesis,plasma membrane,amino acid export across plasma membrane,amino acid import",Cluster 2
3725,Xele.ptg000013l.496,BOB2,NA,Protein BOBBER 1,"GO:0005737,GO:0006457,GO:0009555,GO:0009880,GO:0009965,GO:0010286,GO:0010450,GO:0048448,GO:0048461,GO:0048833""","cytoplasm,protein folding,pollen development,embryonic pattern specification,leaf morphogenesis,heat acclimation,inflorescence meristem growth,stamen morphogenesis,flower structural organization,specification of floral organ number",Cluster 7
3726,Xele.ptg000013l.500,At1g79540,Q9SAJ5.1RecName,Pentatricopeptide repeat-containing protein At1g79540,NA,NA,Cluster 7
3727,Xele.ptg000013l.501,AP3M,NA,AP-3 complex subunit mu,"GO:0030131,GO:0030659,GO:0005515,GO:0006886,GO:0009630,GO:0016192""","clathrin adaptor complex,cytoplasmic vesicle membrane,protein binding,intracellular protein transport,gravitropism,vesicle-mediated transport",Cluster 7
3728,Xele.ptg000013l.504,100306404,XP_009414158.1PREDICTED: uncharacterized protein LOC103995318,NA,GO:0016020,membrane,Cluster 2
3729,Xele.ptg000013l.505,LACS2,NA,Long chain acyl-CoA synthetase 1,"GO:0005777,GO:0009507,GO:0004467,GO:0005515,GO:0005524,GO:0031957,GO:0001676,GO:0010025,GO:0010143,GO:0010193,GO:0010311,GO:0050832,GO:0080024","peroxisome,chloroplast,long-chain fatty acid-CoA ligase activity,protein binding,ATP binding,very long-chain fatty acid-CoA ligase activity,long-chain fatty acid metabolic process,wax biosynthetic process,cutin biosynthetic process,response to ozone,lateral root formation,defense response to fungus,indolebutyric acid metabolic process",Cluster 8
3730,Xele.ptg000013l.513,CP1,NA,Calcium-binding protein CP1,"GO:0005829,GO:0043231,GO:0005509,GO:0000302,GO:0009266,GO:0009416,GO:0009605,GO:0009725,GO:0010038,GO:0022414,GO:0042538,GO:0050789""","cytosol,intracellular membrane-bounded organelle,calcium ion binding,response to reactive oxygen species,response to temperature stimulus,response to light stimulus,response to external stimulus,response to hormone,response to metal ion,reproductive process,hyperosmotic salinity response,regulation of biological process",Cluster 1
3731,Xele.ptg000013l.514,RFS5,NA,Stachyose synthase,"GO:0005737,GO:0047268,GO:0047274,GO:0006979,GO:0009312,GO:0009414","cytoplasm,galactinol-raffinose galactosyltransferase activity,galactinol-sucrose galactosyltransferase activity,response to oxidative stress,oligosaccharide biosynthetic process,response to water deprivation",Cluster 3
3732,Xele.ptg000013l.515,"ECHIA""",NA,"Probable enoyl-CoA hydratase 1, peroxisomal",NA,NA,grey
3733,Xele.ptg000013l.517,NA,-,NA,NA,NA,Cluster 2
3734,Xele.ptg000013l.518,STY13,NA,Serine/threonine-protein kinase EDR1,"GO:1900150,GO:0090333,GO:0009651,GO:0010182,GO:0046777,GO:0009658,GO:0009414,GO:0000166,GO:0009409,GO:0005769,GO:0005802,GO:0004713,GO:0008219,GO:0004712,GO:2000035,GO:0005829,GO:0012510,GO:2000031,GO:2000030,GO:0045995,GO:1900424,GO:0005886,GO:0009723,GO:0009788,GO:0005515,GO:0071244,GO:0002229,GO:0048510,GO:0004709,GO:0010344","regulation of defense response to fungus,regulation of stomatal closure,response to salt stress,sugar mediated signaling pathway,protein autophosphorylation,chloroplast organization,response to water deprivation,nucleotide binding,response to cold,early endosome,trans-Golgi network,protein tyrosine kinase activity,cell death,protein serine/threonine/tyrosine kinase activity,regulation of stem cell division,cytosol,trans-Golgi network transport vesicle membrane,regulation of salicylic acid mediated signaling pathway,regulation of response to red or far red light,regulation of embryonic development,regulation of defense response to bacterium,plasma membrane,response to ethylene,negative regulation of abscisic acid-activated signaling pathway,protein binding,cellular response to carbon dioxide,defense response to oomycetes,regulation of timing of transition from vegetative to reproductive phase,MAP kinase kinase kinase activity,seed oilbody biogenesis",Cluster 4
3735,Xele.ptg000013l.519,PHY,NA,Phytochrome B,"GO:0016607,GO:0010161,GO:0043565,GO:0009630,GO:0006325,GO:0031516,GO:0009409,GO:0031517,GO:0009903,GO:0009649,GO:0051740,GO:0045892,GO:1990841,GO:0010617,GO:0005829,GO:0010018,GO:0017009,GO:0042803,GO:0009585,GO:0009584,GO:0009687,GO:0009867,GO:0000155,GO:0009638,GO:0010105,GO:0010148,GO:0017012,GO:0015979,GO:0010029,GO:0031347,GO:0010244,GO:2000028,GO:0010202","nuclear speck,red light signaling pathway,sequence-specific DNA binding,gravitropism,chromatin organization,far-red light photoreceptor activity,response to cold,red light photoreceptor activity,chloroplast avoidance movement,entrainment of circadian clock,ethylene binding,negative regulation of DNA-templated transcription,promoter-specific chromatin binding,circadian regulation of calcium ion oscillation,cytosol,far-red light signaling pathway,protein-phycocyanobilin linkage,protein homodimerization activity,red, far-red light phototransduction,detection of visible light,abscisic acid metabolic process,jasmonic acid mediated signaling pathway,phosphorelay sensor kinase activity,phototropism,negative regulation of ethylene-activated signaling pathway,transpiration,protein-phytochromobilin linkage,photosynthesis,regulation of seed germination,regulation of defense response,response to low fluence blue light stimulus by blue low-fluence system,regulation of photoperiodism, flowering,response to low fluence red light stimulus",Cluster 2
3736,Xele.ptg000013l.527,PHOS34,Q8VYN9.1RecName,Universal stress protein PHOS32,NA,NA,Cluster 8
3737,Xele.ptg000013l.528,AMTR_s00045p00160800,XP_042460361.1pectinesterase inhibitor 12-like,NA,NA,NA,Cluster 2
3738,Xele.ptg000013l.530,UBC9,NA,Ubiquitin-conjugating enzyme E2 32,"GO:0016020,GO:0048471,GO:0000166,GO:0004842,GO:0031625,GO:0006511,GO:0007031,GO:0009960,GO:0015031,GO:0016567,GO:0042631,GO:0044237,GO:1902457","membrane,perinuclear region of cytoplasm,nucleotide binding,ubiquitin-protein transferase activity,ubiquitin protein ligase binding,ubiquitin-dependent protein catabolic process,peroxisome organization,endosperm development,protein transport,protein ubiquitination,cellular response to water deprivation,cellular metabolic process,negative regulation of stomatal opening",Cluster 7
3739,Xele.ptg000013l.539,ATG16,Q6NNP0.1RecName,Autophagy-related protein 16,NA,NA,Cluster 7
3740,Xele.ptg000013l.541,OEP161,NA,"Outer envelope pore protein 16-2, chloroplastic","GO:0009707,GO:0046930,GO:0015171,GO:0015288,GO:0042803,GO:0003333,GO:0006811""","chloroplast outer membrane,pore complex,amino acid transmembrane transporter activity,porin activity,protein homodimerization activity,amino acid transmembrane transport,monoatomic ion transport",Cluster 5
3741,Xele.ptg000013l.545,SUD1,F4JKK0.1RecName,Probable E3 ubiquitin ligase SUD1,NA,NA,Cluster 2
3742,Xele.ptg000013l.547,NA,XP_008781326.2uncharacterized protein LOC103701130,NA,NA,NA,Cluster 2
3743,Xele.ptg000013l.550,CNL,NA,Acetate--CoA ligase CCL3,"GO:0005777,GO:0005829,GO:0003987,GO:0005524,GO:0016207,GO:0018858,GO:0043759,GO:0047760,GO:0050218,GO:0106286,GO:0106290,GO:0007623,GO:0009723,GO:0009803,GO:0010597,GO:0019605,GO:0019761,GO:0052315","peroxisome,cytosol,acetate-CoA ligase activity,ATP binding,4-coumarate-CoA ligase activity,benzoate-CoA ligase activity,methylbutanoate-CoA ligase activity,butyrate-CoA ligase activity,propionate-CoA ligase activity,(E)-caffeate-CoA ligase activity,trans-cinnamate-CoA ligase activity,circadian rhythm,response to ethylene,cinnamic acid metabolic process,green leaf volatile biosynthetic process,butyrate metabolic process,glucosinolate biosynthetic process,phytoalexin biosynthetic process",Cluster 1
3744,Xele.ptg000013l.553,PLIP2,NA,"Phospholipase A1 PLIP2, chloroplastic","GO:0009534,GO:0016020,GO:0008970,GO:0047714,GO:0052739,GO:0002213,GO:0015908,GO:0019432,GO:0031349","chloroplast thylakoid,membrane,phospholipase A1 activity,galactolipase activity,phosphatidylserine 1-acylhydrolase activity,defense response to insect,fatty acid transport,triglyceride biosynthetic process,positive regulation of defense response",Cluster 1
3745,Xele.ptg000013l.555,LOC105039913,XP_017699617.2uncharacterized protein LOC103712444,NA,GO:0003677,DNA binding,Cluster 7
3746,Xele.ptg000013l.559,EIF4B1,NA,Eukaryotic translation initiation factor 4B1,"GO:0003729,GO:0003743,GO:0042803,GO:0006413""","mRNA binding,translation initiation factor activity,protein homodimerization activity,translational initiation",Cluster 2
3747,Xele.ptg000013l.560,NA,XP_020275324.1uncharacterized protein LOC109849849,NA,NA,NA,Cluster 8
3748,Xele.ptg000013l.562,DOGL3,NA,Protein DOG1-like 4,"GO:0042802,GO:0043565,GO:0006355,GO:0007165,GO:0009617,GO:0009791,GO:0048518,GO:0048608,GO:0050793,GO:0051239,GO:0071310,GO:0098542,GO:1901701""","identical protein binding,sequence-specific DNA binding,regulation of DNA-templated transcription,signal transduction,response to bacterium,post-embryonic development,positive regulation of biological process,reproductive structure development,regulation of developmental process,regulation of multicellular organismal process,cellular response to organic substance,defense response to other organism,cellular response to oxygen-containing compound",Cluster 1
3749,Xele.ptg000013l.564,At1g07160,NA,Probable protein phosphatase 2C 33,"GO:0005737,GO:0043231,GO:0017018,GO:0046872","cytoplasm,intracellular membrane-bounded organelle,myosin phosphatase activity,metal ion binding",Cluster 2
3750,Xele.ptg000013l.565,CBP60F,NA,Calmodulin-binding protein 60 B,"GO:0080142,GO:1902584,GO:0006355,GO:0043565,GO:0009620,GO:0009789,GO:1900426,GO:0005516,GO:0003700,GO:0002229,GO:0071456,GO:0010112,GO:0071219,GO:0010224""","regulation of salicylic acid biosynthetic process,positive regulation of response to water deprivation,regulation of DNA-templated transcription,sequence-specific DNA binding,response to fungus,positive regulation of abscisic acid-activated signaling pathway,positive regulation of defense response to bacterium,calmodulin binding,DNA-binding transcription factor activity,defense response to oomycetes,cellular response to hypoxia,regulation of systemic acquired resistance,cellular response to molecule of bacterial origin,response to UV-B",Cluster 7
3751,Xele.ptg000013l.566,NA,-,NA,NA,NA,Cluster 7
3752,Xele.ptg000013l.567,DI19-5,NA,Protein DEHYDRATION-INDUCED 19 homolog 2,"GO:0003677,GO:0005515,GO:0009414,GO:0009651,GO:0009737,GO:0009785,GO:0010161,GO:0045893""","DNA binding,protein binding,response to water deprivation,response to salt stress,response to abscisic acid,blue light signaling pathway,red light signaling pathway,positive regulation of DNA-templated transcription",Cluster 7
3753,Xele.ptg000013l.572,GATL9,NA,Probable galacturonosyltransferase-like 7,"GO:0000139,GO:0031984,GO:0090406,GO:0047262,GO:0006979,GO:0010417,GO:0032504,GO:0045489,GO:0048354,GO:0048363,GO:0048366,GO:0052386,GO:0071668","Golgi membrane,organelle subcompartment,pollen tube,polygalacturonate 4-alpha-galacturonosyltransferase activity,response to oxidative stress,glucuronoxylan biosynthetic process,multicellular organism reproduction,pectin biosynthetic process,mucilage biosynthetic process involved in seed coat development,mucilage pectin metabolic process,leaf development,cell wall thickening,plant-type cell wall assembly",Cluster 8
3754,Xele.ptg000013l.573,NA,XP_019710381.1uncharacterized protein LOC105057427,NA,NA,NA,Cluster 8
